Labor Force Data by County									
LAUS_Code	 State_FIPS_Code	 County_FIPS_Code	 County_Name_State_Abbreviation	Year	EMPTY	Force	Employed	Unemployed	 UnemploymentPercentage
CN0503700000000	5	37	"Cross County, AR"	2009		"8,492"	"7,813"	679	8
CN0503900000000	5	39	"Dallas County, AR"	2009		"3,914"	"3,533"	381	9.7
CN0504100000000	5	41	"Desha County, AR"	2009		"5,556"	"4,953"	603	10.9
CN0504300000000	5	43	"Drew County, AR"	2009		"8,170"	"7,307"	863	10.6
CN0504500000000	5	45	"Faulkner County, AR"	2009		"56,136"	"52,406"	"3,730"	6.6
CN0504700000000	5	47	"Franklin County, AR"	2009		"8,143"	"7,578"	565	6.9
CN0504900000000	5	49	"Fulton County, AR"	2009		"5,228"	"4,854"	374	7.2
CN0505100000000	5	51	"Garland County, AR"	2009		"42,351"	"39,263"	"3,088"	7.3
CN0505300000000	5	53	"Grant County, AR"	2009		"8,478"	"7,901"	577	6.8
CN0505500000000	5	55	"Greene County, AR"	2009		"18,652"	"16,856"	"1,796"	9.6
CN0505700000000	5	57	"Hempstead County, AR"	2009		"10,645"	"9,804"	841	7.9
CN0505900000000	5	59	"Hot Spring County, AR"	2009		"15,253"	"13,996"	"1,257"	8.2
CN0506100000000	5	61	"Howard County, AR"	2009		"6,194"	"5,718"	476	7.7
CN0506300000000	5	63	"Independence County, AR"	2009		"16,782"	"15,371"	"1,411"	8.4
CN0506500000000	5	65	"Izard County, AR"	2009		"5,318"	"4,851"	467	8.8
CN0506700000000	5	67	"Jackson County, AR"	2009		"7,593"	"6,797"	796	10.5
CN0506900000000	5	69	"Jefferson County, AR"	2009		"35,412"	"32,080"	"3,332"	9.4
CN0507100000000	5	71	"Johnson County, AR"	2009		"11,507"	"10,716"	791	6.9
CN0507300000000	5	73	"Lafayette County, AR"	2009		"2,973"	"2,702"	271	9.1
CN0507500000000	5	75	"Lawrence County, AR"	2009		"7,279"	"6,638"	641	8.8
CN0507700000000	5	77	"Lee County, AR"	2009		"3,515"	"3,205"	310	8.8
CN0507900000000	5	79	"Lincoln County, AR"	2009		"4,958"	"4,488"	470	9.5
CN0508100000000	5	81	"Little River County, AR"	2009		"6,744"	"6,356"	388	5.8
CN0508300000000	5	83	"Logan County, AR"	2009		"10,062"	"9,172"	890	8.8
CN0508500000000	5	85	"Lonoke County, AR"	2009		"32,202"	"30,275"	"1,927"	6
CN0508700000000	5	87	"Madison County, AR"	2009		"7,362"	"6,886"	476	6.5
CN0508900000000	5	89	"Marion County, AR"	2009		"6,663"	"5,908"	755	11.3
CN0509100000000	5	91	"Miller County, AR"	2009		"19,868"	"18,796"	"1,072"	5.4
CN0509300000000	5	93	"Mississippi County, AR"	2009		"21,363"	"18,504"	"2,859"	13.4
CN0509500000000	5	95	"Monroe County, AR"	2009		"3,698"	"3,410"	288	7.8
CN0509700000000	5	97	"Montgomery County, AR"	2009		"4,148"	"3,868"	280	6.8
CN0509900000000	5	99	"Nevada County, AR"	2009		"4,225"	"3,849"	376	8.9
CN0510100000000	5	101	"Newton County, AR"	2009		"3,441"	"3,179"	262	7.6
CN0510300000000	5	103	"Ouachita County, AR"	2009		"12,072"	"11,145"	927	7.7
CN0510500000000	5	105	"Perry County, AR"	2009		"4,700"	"4,346"	354	7.5
CN0510700000000	5	107	"Phillips County, AR"	2009		"8,789"	"7,989"	800	9.1
CN0510900000000	5	109	"Pike County, AR"	2009		"5,026"	"4,657"	369	7.3
CN0511100000000	5	111	"Poinsett County, AR"	2009		"10,483"	"9,593"	890	8.5
CN0511300000000	5	113	"Polk County, AR"	2009		"8,753"	"8,113"	640	7.3
CN0511500000000	5	115	"Pope County, AR"	2009		"29,426"	"27,303"	"2,123"	7.2
CN0511700000000	5	117	"Prairie County, AR"	2009		"4,272"	"3,950"	322	7.5
CN0511900000000	5	119	"Pulaski County, AR"	2009		"189,067"	"177,014"	"12,053"	6.4
CN0512100000000	5	121	"Randolph County, AR"	2009		"7,620"	"6,946"	674	8.8
CN0512300000000	5	123	"St. Francis County, AR"	2009		"10,323"	"9,294"	"1,029"	10
CN0512500000000	5	125	"Saline County, AR"	2009		"49,365"	"46,251"	"3,114"	6.3
CN0512700000000	5	127	"Scott County, AR"	2009		"4,890"	"4,570"	320	6.5
CN0512900000000	5	129	"Searcy County, AR"	2009		"3,551"	"3,289"	262	7.4
CN0513100000000	5	131	"Sebastian County, AR"	2009		"60,275"	"55,866"	"4,409"	7.3
CN0513300000000	5	133	"Sevier County, AR"	2009		"7,537"	"7,115"	422	5.6
CN0513500000000	5	135	"Sharp County, AR"	2009		"6,212"	"5,665"	547	8.8
CN0513700000000	5	137	"Stone County, AR"	2009		"4,572"	"4,185"	387	8.5
CN0513900000000	5	139	"Union County, AR"	2009		"19,054"	"17,167"	"1,887"	9.9
CN0514100000000	5	141	"Van Buren County, AR"	2009		"6,985"	"6,285"	700	10
CN0514300000000	5	143	"Washington County, AR"	2009		"99,045"	"93,092"	"5,953"	6
CN0514500000000	5	145	"White County, AR"	2009		"33,878"	"31,222"	"2,656"	7.8
CN0514700000000	5	147	"Woodruff County, AR"	2009		"3,345"	"2,992"	353	10.6
CN0514900000000	5	149	"Yell County, AR"	2009		"10,588"	"9,755"	833	7.9
CN0600100000000	6	1	"Alameda County, CA"	2009		"761,339"	"681,510"	"79,829"	10.5
CN0600300000000	6	3	"Alpine County, CA"	2009		447	382	65	14.5
CN0600500000000	6	5	"Amador County, CA"	2009		"17,831"	"15,750"	"2,081"	11.7
CN0600700000000	6	7	"Butte County, CA"	2009		"103,846"	"90,821"	"13,025"	12.5
CN0600900000000	6	9	"Calaveras County, CA"	2009		"20,354"	"17,528"	"2,826"	13.9
CN0601100000000	6	11	"Colusa County, CA"	2009		"11,539"	"9,471"	"2,068"	17.9
CN0601300000000	6	13	"Contra Costa County, CA"	2009		"525,066"	"471,649"	"53,417"	10.2
CN0601500000000	6	15	"Del Norte County, CA"	2009		"11,690"	"10,283"	"1,407"	12
CN0601700000000	6	17	"El Dorado County, CA"	2009		"91,735"	"81,555"	"10,180"	11.1
CN0601900000000	6	19	"Fresno County, CA"	2009		"434,724"	"369,589"	"65,135"	15
CN0602100000000	6	21	"Glenn County, CA"	2009		"12,597"	"10,779"	"1,818"	14.4
CN0602300000000	6	23	"Humboldt County, CA"	2009		"60,873"	"54,226"	"6,647"	10.9
CN0602500000000	6	25	"Imperial County, CA"	2009		"75,941"	"54,781"	"21,160"	27.9
CN0602700000000	6	27	"Inyo County, CA"	2009		"9,391"	"8,531"	860	9.2
CN0602900000000	6	29	"Kern County, CA"	2009		"363,243"	"311,091"	"52,152"	14.4
CN0603100000000	6	31	"Kings County, CA"	2009		"60,576"	"51,773"	"8,803"	14.5
CN0603300000000	6	33	"Lake County, CA"	2009		"25,415"	"21,523"	"3,892"	15.3
CN0603500000000	6	35	"Lassen County, CA"	2009		"13,578"	"11,870"	"1,708"	12.6
CN0603700000000	6	37	"Los Angeles County, CA"	2009		"4,907,632"	"4,339,328"	"568,304"	11.6
CN0603900000000	6	39	"Madera County, CA"	2009		"66,557"	"57,483"	"9,074"	13.6
CN0604100000000	6	41	"Marin County, CA"	2009		"131,968"	"121,821"	"10,147"	7.7
CN0604300000000	6	43	"Mariposa County, CA"	2009		"9,401"	"8,414"	987	10.5
CN0604500000000	6	45	"Mendocino County, CA"	2009		"43,325"	"38,878"	"4,447"	10.3
CN0604700000000	6	47	"Merced County, CA"	2009		"105,581"	"87,688"	"17,893"	16.9
CN0604900000000	6	49	"Modoc County, CA"	2009		"4,048"	"3,548"	500	12.4
CN0605100000000	6	51	"Mono County, CA"	2009		"8,739"	"7,954"	785	9
CN0605300000000	6	53	"Monterey County, CA"	2009		"215,501"	"190,203"	"25,298"	11.7
CN0605500000000	6	55	"Napa County, CA"	2009		"75,565"	"69,103"	"6,462"	8.6
CN0605700000000	6	57	"Nevada County, CA"	2009		"50,407"	"45,116"	"5,291"	10.5
CN0605900000000	6	59	"Orange County, CA"	2009		"1,589,575"	"1,448,838"	"140,737"	8.9
CN0606100000000	6	61	"Placer County, CA"	2009		"179,818"	"161,099"	"18,719"	10.4
CN0606300000000	6	63	"Plumas County, CA"	2009		"10,032"	"8,458"	"1,574"	15.7
CN0606500000000	6	65	"Riverside County, CA"	2009		"916,971"	"794,251"	"122,720"	13.4
CN0606700000000	6	67	"Sacramento County, CA"	2009		"681,614"	"604,879"	"76,735"	11.3
CN0606900000000	6	69	"San Benito County, CA"	2009		"24,898"	"21,350"	"3,548"	14.3
CN0607100000000	6	71	"San Bernardino County, CA"	2009		"858,710"	"747,672"	"111,038"	12.9
CN0607300000000	6	73	"San Diego County, CA"	2009		"1,554,908"	"1,405,580"	"149,328"	9.6
CN0607500000000	6	75	"San Francisco County/city, CA"	2009		"459,522"	"418,721"	"40,801"	8.9
CN0607700000000	6	77	"San Joaquin County, CA"	2009		"298,301"	"252,808"	"45,493"	15.3
CN0607900000000	6	79	"San Luis Obispo County, CA"	2009		"136,407"	"124,127"	"12,280"	9
CN0608100000000	6	81	"San Mateo County, CA"	2009		"374,231"	"342,819"	"31,412"	8.4
CN0608300000000	6	83	"Santa Barbara County, CA"	2009		"219,999"	"201,473"	"18,526"	8.4
CN0608500000000	6	85	"Santa Clara County, CA"	2009		"875,574"	"780,847"	"94,727"	10.8
CN0608700000000	6	87	"Santa Cruz County, CA"	2009		"147,760"	"131,042"	"16,718"	11.3
CN0608900000000	6	89	"Shasta County, CA"	2009		"84,086"	"71,777"	"12,309"	14.6
CN0609100000000	6	91	"Sierra County, CA"	2009		"1,597"	"1,354"	243	15.2
CN0609300000000	6	93	"Siskiyou County, CA"	2009		"19,657"	"16,801"	"2,856"	14.5
CN0609500000000	6	95	"Solano County, CA"	2009		"214,649"	"191,847"	"22,802"	10.6
CN0609700000000	6	97	"Sonoma County, CA"	2009		"256,615"	"231,941"	"24,674"	9.6
CN0609900000000	6	99	"Stanislaus County, CA"	2009		"234,882"	"197,711"	"37,171"	15.8
CN0610100000000	6	101	"Sutter County, CA"	2009		"41,964"	"34,922"	"7,042"	16.8
CN0610300000000	6	103	"Tehama County, CA"	2009		"25,378"	"21,843"	"3,535"	13.9
CN0610500000000	6	105	"Trinity County, CA"	2009		"4,995"	"4,140"	855	17.1
CN0610700000000	6	107	"Tulare County, CA"	2009		"203,491"	"172,653"	"30,838"	15.2
CN0610900000000	6	109	"Tuolumne County, CA"	2009		"25,750"	"22,550"	"3,200"	12.4
CN0611100000000	6	111	"Ventura County, CA"	2009		"430,477"	"388,058"	"42,419"	9.9
CN0611300000000	6	113	"Yolo County, CA"	2009		"98,810"	"87,689"	"11,121"	11.3
CN0611500000000	6	115	"Yuba County, CA"	2009		"28,408"	"23,527"	"4,881"	17.2
CN0800100000000	8	1	"Adams County, CO"	2009		"229,466"	"207,903"	"21,563"	9.4
CN0800300000000	8	3	"Alamosa County, CO"	2009		"8,959"	"8,329"	630	7
CN0800500000000	8	5	"Arapahoe County, CO"	2009		"313,603"	"288,309"	"25,294"	8.1
CN0800700000000	8	7	"Archuleta County, CO"	2009		"6,358"	"5,831"	527	8.3
CN0800900000000	8	9	"Baca County, CO"	2009		"2,590"	"2,485"	105	4.1
CN0801100000000	8	11	"Bent County, CO"	2009		"2,687"	"2,493"	194	7.2
CN0801300000000	8	13	"Boulder County, CO"	2009		"175,906"	"163,900"	"12,006"	6.8
CN0801400000000	8	14	"Broomfield County/city, CO"	2009		"30,940"	"28,571"	"2,369"	7.7
CN0801500000000	8	15	"Chaffee County, CO"	2009		"8,596"	"7,995"	601	7
CN0801700000000	8	17	"Cheyenne County, CO"	2009		"1,369"	"1,330"	39	2.8
CN0801900000000	8	19	"Clear Creek County, CO"	2009		"5,446"	"5,010"	436	8
CN0802100000000	8	21	"Conejos County, CO"	2009		"3,752"	"3,443"	309	8.2
CN0802300000000	8	23	"Costilla County, CO"	2009		"1,386"	"1,247"	139	10
CN0802500000000	8	25	"Crowley County, CO"	2009		"1,998"	"1,807"	191	9.6
CN0802700000000	8	27	"Custer County, CO"	2009		"2,043"	"1,901"	142	7
CN0802900000000	8	29	"Delta County, CO"	2009		"17,029"	"15,677"	"1,352"	7.9
CN0803100000000	8	31	"Denver County/city, CO"	2009		"325,811"	"296,474"	"29,337"	9
CN0803300000000	8	33	"Dolores County, CO"	2009		"1,055"	902	153	14.5
CN0803500000000	8	35	"Douglas County, CO"	2009		"161,709"	"150,602"	"11,107"	6.9
CN0803700000000	8	37	"Eagle County, CO"	2009		"30,624"	"28,235"	"2,389"	7.8
CN0803900000000	8	39	"Elbert County, CO"	2009		"12,977"	"11,966"	"1,011"	7.8
CN0804100000000	8	41	"El Paso County, CO"	2009		"301,515"	"275,131"	"26,384"	8.8
CN0804300000000	8	43	"Fremont County, CO"	2009		"20,082"	"18,183"	"1,899"	9.5
CN0804500000000	8	45	"Garfield County, CO"	2009		"34,799"	"32,106"	"2,693"	7.7
CN0804700000000	8	47	"Gilpin County, CO"	2009		"3,683"	"3,435"	248	6.7
CN0804900000000	8	49	"Grand County, CO"	2009		"9,079"	"8,404"	675	7.4
CN0805100000000	8	51	"Gunnison County, CO"	2009		"9,440"	"8,868"	572	6.1
CN0805300000000	8	53	"Hinsdale County, CO"	2009		663	640	23	3.5
CN0805500000000	8	55	"Huerfano County, CO"	2009		"3,507"	"3,168"	339	9.7
CN0805700000000	8	57	"Jackson County, CO"	2009		"1,292"	"1,233"	59	4.6
CN0805900000000	8	59	"Jefferson County, CO"	2009		"304,966"	"280,784"	"24,182"	7.9
CN0806100000000	8	61	"Kiowa County, CO"	2009		"1,001"	954	47	4.7
CN0806300000000	8	63	"Kit Carson County, CO"	2009		"4,857"	"4,645"	212	4.4
CN0806500000000	8	65	"Lake County, CO"	2009		"3,924"	"3,551"	373	9.5
CN0806700000000	8	67	"La Plata County, CO"	2009		"31,357"	"29,476"	"1,881"	6
CN0806900000000	8	69	"Larimer County, CO"	2009		"177,316"	"164,950"	"12,366"	7
CN0807100000000	8	71	"Las Animas County, CO"	2009		"8,659"	"7,876"	783	9
CN0807300000000	8	73	"Lincoln County, CO"	2009		"3,108"	"2,965"	143	4.6
CN0807500000000	8	75	"Logan County, CO"	2009		"12,040"	"11,374"	666	5.5
CN0807700000000	8	77	"Mesa County, CO"	2009		"82,464"	"74,806"	"7,658"	9.3
CN0807900000000	8	79	"Mineral County, CO"	2009		480	445	35	7.3
CN0808100000000	8	81	"Moffat County, CO"	2009		"9,097"	"8,468"	629	6.9
CN0808300000000	8	83	"Montezuma County, CO"	2009		"13,318"	"12,232"	"1,086"	8.2
CN0808500000000	8	85	"Montrose County, CO"	2009		"21,197"	"19,289"	"1,908"	9
CN0808700000000	8	87	"Morgan County, CO"	2009		"15,103"	"14,197"	906	6
CN0808900000000	8	89	"Otero County, CO"	2009		"9,336"	"8,625"	711	7.6
CN0809100000000	8	91	"Ouray County, CO"	2009		"2,907"	"2,725"	182	6.3
CN0809300000000	8	93	"Park County, CO"	2009		"9,366"	"8,641"	725	7.7
CN0809500000000	8	95	"Phillips County, CO"	2009		"2,605"	"2,501"	104	4
CN0809700000000	8	97	"Pitkin County, CO"	2009		"11,164"	"10,417"	747	6.7
CN0809900000000	8	99	"Prowers County, CO"	2009		"7,021"	"6,566"	455	6.5
CN0810100000000	8	101	"Pueblo County, CO"	2009		"74,990"	"68,173"	"6,817"	9.1
CN0810300000000	8	103	"Rio Blanco County, CO"	2009		"4,663"	"4,409"	254	5.4
CN0810500000000	8	105	"Rio Grande County, CO"	2009		"6,801"	"6,341"	460	6.8
CN0810700000000	8	107	"Routt County, CO"	2009		"15,281"	"14,173"	"1,108"	7.3
CN0810900000000	8	109	"Saguache County, CO"	2009		"3,436"	"3,130"	306	8.9
CN0811100000000	8	111	"San Juan County, CO"	2009		559	513	46	8.2
CN0811300000000	8	113	"San Miguel County, CO"	2009		"5,232"	"4,886"	346	6.6
CN0811500000000	8	115	"Sedgwick County, CO"	2009		"1,718"	"1,646"	72	4.2
CN0811700000000	8	117	"Summit County, CO"	2009		"16,680"	"15,551"	"1,129"	6.8
CN0811900000000	8	119	"Teller County, CO"	2009		"12,146"	"11,127"	"1,019"	8.4
CN0812100000000	8	121	"Washington County, CO"	2009		"2,983"	"2,850"	133	4.5
CN0812300000000	8	123	"Weld County, CO"	2009		"121,524"	"110,487"	"11,037"	9.1
CN0812500000000	8	125	"Yuma County, CO"	2009		"7,104"	"6,841"	263	3.7
CN0900100000000	9	1	"Fairfield County, CT"	2009		"473,209"	"436,665"	"36,544"	7.7
CN0900300000000	9	3	"Hartford County, CT"	2009		"466,131"	"425,977"	"40,154"	8.6
CN0900500000000	9	5	"Litchfield County, CT"	2009		"106,027"	"97,385"	"8,642"	8.2
CN0900700000000	9	7	"Middlesex County, CT"	2009		"95,378"	"88,811"	"6,567"	6.9
CN0900900000000	9	9	"New Haven County, CT"	2009		"452,222"	"412,210"	"40,012"	8.8
CN0901100000000	9	11	"New London County, CT"	2009		"151,365"	"139,705"	"11,660"	7.7
CN0901300000000	9	13	"Tolland County, CT"	2009		"86,764"	"80,813"	"5,951"	6.9
CN0901500000000	9	15	"Windham County, CT"	2009		"65,340"	"59,411"	"5,929"	9.1
CN1000100000000	10	1	"Kent County, DE"	2009		"74,269"	"68,506"	"5,763"	7.8
CN1000300000000	10	3	"New Castle County, DE"	2009		"273,027"	"251,328"	"21,699"	7.9
CN1000500000000	10	5	"Sussex County, DE"	2009		"93,027"	"85,719"	"7,308"	7.9
CN1100100000000	11	1	District of Columbia	2009		"335,137"	"302,781"	"32,356"	9.7
CN1200100000000	12	1	"Alachua County, FL"	2009		"129,974"	"120,866"	"9,108"	7
CN1200300000000	12	3	"Baker County, FL"	2009		"12,120"	"10,913"	"1,207"	10
CN1200500000000	12	5	"Bay County, FL"	2009		"88,866"	"80,885"	"7,981"	9
CN1200700000000	12	7	"Bradford County, FL"	2009		"12,485"	"11,494"	991	7.9
CN1200900000000	12	9	"Brevard County, FL"	2009		"266,899"	"239,551"	"27,348"	10.2
CN1201100000000	12	11	"Broward County, FL"	2009		"981,346"	"893,171"	"88,175"	9
CN1201300000000	12	13	"Calhoun County, FL"	2009		"5,921"	"5,425"	496	8.4
CN1201500000000	12	15	"Charlotte County, FL"	2009		"68,874"	"60,827"	"8,047"	11.7
CN1201700000000	12	17	"Citrus County, FL"	2009		"56,769"	"50,009"	"6,760"	11.9
CN1201900000000	12	19	"Clay County, FL"	2009		"94,853"	"86,197"	"8,656"	9.1
CN1202100000000	12	21	"Collier County, FL"	2009		"143,431"	"127,745"	"15,686"	10.9
CN1202300000000	12	23	"Columbia County, FL"	2009		"31,623"	"28,742"	"2,881"	9.1
CN1202700000000	12	27	"DeSoto County, FL"	2009		"14,979"	"13,491"	"1,488"	9.9
CN1202900000000	12	29	"Dixie County, FL"	2009		"5,585"	"4,956"	629	11.3
CN1203100000000	12	31	"Duval County, FL"	2009		"441,900"	"396,126"	"45,774"	10.4
CN1203300000000	12	33	"Escambia County, FL"	2009		"137,122"	"123,799"	"13,323"	9.7
CN1203500000000	12	35	"Flagler County, FL"	2009		"32,723"	"27,976"	"4,747"	14.5
CN1203700000000	12	37	"Franklin County, FL"	2009		"4,924"	"4,565"	359	7.3
CN1203900000000	12	39	"Gadsden County, FL"	2009		"21,276"	"19,192"	"2,084"	9.8
CN1204100000000	12	41	"Gilchrist County, FL"	2009		"7,719"	"7,010"	709	9.2
CN1204300000000	12	43	"Glades County, FL"	2009		"4,847"	"4,404"	443	9.1
CN1204500000000	12	45	"Gulf County, FL"	2009		"6,366"	"5,767"	599	9.4
CN1204700000000	12	47	"Hamilton County, FL"	2009		"4,849"	"4,316"	533	11
CN1204900000000	12	49	"Hardee County, FL"	2009		"11,973"	"10,728"	"1,245"	10.4
CN1205100000000	12	51	"Hendry County, FL"	2009		"17,196"	"14,780"	"2,416"	14
CN1205300000000	12	53	"Hernando County, FL"	2009		"62,318"	"54,185"	"8,133"	13.1
CN1205500000000	12	55	"Highlands County, FL"	2009		"40,507"	"36,201"	"4,306"	10.6
CN1205700000000	12	57	"Hillsborough County, FL"	2009		"597,220"	"534,961"	"62,259"	10.4
CN1205900000000	12	59	"Holmes County, FL"	2009		"8,891"	"8,192"	699	7.9
CN1206100000000	12	61	"Indian River County, FL"	2009		"62,317"	"54,392"	"7,925"	12.7
CN1206300000000	12	63	"Jackson County, FL"	2009		"21,981"	"20,376"	"1,605"	7.3
CN1206500000000	12	65	"Jefferson County, FL"	2009		"6,584"	"6,056"	528	8
CN1206700000000	12	67	"Lafayette County, FL"	2009		"3,077"	"2,851"	226	7.3
CN1206900000000	12	69	"Lake County, FL"	2009		"135,938"	"121,037"	"14,901"	11
CN1207100000000	12	71	"Lee County, FL"	2009		"278,869"	"245,118"	"33,751"	12.1
CN1207300000000	12	73	"Leon County, FL"	2009		"147,541"	"137,287"	"10,254"	6.9
CN1207500000000	12	75	"Levy County, FL"	2009		"16,747"	"14,859"	"1,888"	11.3
CN1207700000000	12	77	"Liberty County, FL"	2009		"3,873"	"3,653"	220	5.7
CN1207900000000	12	79	"Madison County, FL"	2009		"7,144"	"6,393"	751	10.5
CN1208100000000	12	81	"Manatee County, FL"	2009		"142,453"	"126,203"	"16,250"	11.4
CN1208300000000	12	83	"Marion County, FL"	2009		"135,292"	"118,289"	"17,003"	12.6
CN1208500000000	12	85	"Martin County, FL"	2009		"62,960"	"56,158"	"6,802"	10.8
CN1208600000000	12	86	"Miami-Dade County, FL"	2009		"1,202,281"	"1,066,375"	"135,906"	11.3
CN1208700000000	12	87	"Monroe County, FL"	2009		"45,437"	"42,380"	"3,057"	6.7
CN1208900000000	12	89	"Nassau County, FL"	2009		"35,947"	"32,546"	"3,401"	9.5
CN1209100000000	12	91	"Okaloosa County, FL"	2009		"96,519"	"89,712"	"6,807"	7.1
CN1209300000000	12	93	"Okeechobee County, FL"	2009		"18,206"	"16,078"	"2,128"	11.7
CN1209500000000	12	95	"Orange County, FL"	2009		"596,360"	"535,140"	"61,220"	10.3
CN1209700000000	12	97	"Osceola County, FL"	2009		"138,875"	"123,506"	"15,369"	11.1
CN1209900000000	12	99	"Palm Beach County, FL"	2009		"615,841"	"550,991"	"64,850"	10.5
CN1210100000000	12	101	"Pasco County, FL"	2009		"195,327"	"172,427"	"22,900"	11.7
CN1210300000000	12	103	"Pinellas County, FL"	2009		"440,920"	"394,077"	"46,843"	10.6
CN1210500000000	12	105	"Polk County, FL"	2009		"273,287"	"242,907"	"30,380"	11.1
CN1210700000000	12	107	"Putnam County, FL"	2009		"32,321"	"28,582"	"3,739"	11.6
CN1210900000000	12	109	"St. Johns County, FL"	2009		"96,657"	"88,670"	"7,987"	8.3
CN1211100000000	12	111	"St. Lucie County, FL"	2009		"123,672"	"107,355"	"16,317"	13.2
CN1211300000000	12	113	"Santa Rosa County, FL"	2009		"70,272"	"64,010"	"6,262"	8.9
CN1211500000000	12	115	"Sarasota County, FL"	2009		"161,858"	"143,809"	"18,049"	11.2
CN1211700000000	12	117	"Seminole County, FL"	2009		"235,835"	"213,004"	"22,831"	9.7
CN1211900000000	12	119	"Sumter County, FL"	2009		"31,900"	"29,035"	"2,865"	9
CN1212100000000	12	121	"Suwannee County, FL"	2009		"17,462"	"15,802"	"1,660"	9.5
CN1212300000000	12	123	"Taylor County, FL"	2009		"9,171"	"8,201"	970	10.6
CN1212500000000	12	125	"Union County, FL"	2009		"5,395"	"4,994"	401	7.4
CN1212700000000	12	127	"Volusia County, FL"	2009		"252,589"	"225,711"	"26,878"	10.6
CN1212900000000	12	129	"Wakulla County, FL"	2009		"16,751"	"15,606"	"1,145"	6.8
CN1213100000000	12	131	"Walton County, FL"	2009		"30,864"	"28,565"	"2,299"	7.4
CN1213300000000	12	133	"Washington County, FL"	2009		"9,925"	"8,943"	982	9.9
CN1300100000000	13	1	"Appling County, GA"	2009		"9,392"	"8,457"	935	10
CN1300300000000	13	3	"Atkinson County, GA"	2009		"3,265"	"2,784"	481	14.7
CN1300500000000	13	5	"Bacon County, GA"	2009		"4,613"	"4,186"	427	9.3
CN1300700000000	13	7	"Baker County, GA"	2009		"1,575"	"1,431"	144	9.1
CN1300900000000	13	9	"Baldwin County, GA"	2009		"20,256"	"17,779"	"2,477"	12.2
CN1301100000000	13	11	"Banks County, GA"	2009		"10,485"	"9,697"	788	7.5
CN1301300000000	13	13	"Barrow County, GA"	2009		"34,974"	"31,319"	"3,655"	10.5
CN1301500000000	13	15	"Bartow County, GA"	2009		"46,113"	"40,602"	"5,511"	12
CN1301700000000	13	17	"Ben Hill County, GA"	2009		"7,230"	"6,117"	"1,113"	15.4
CN1301900000000	13	19	"Berrien County, GA"	2009		"8,152"	"7,104"	"1,048"	12.9
CN1302100000000	13	21	"Bibb County, GA"	2009		"74,133"	"67,034"	"7,099"	9.6
CN1302300000000	13	23	"Bleckley County, GA"	2009		"5,414"	"4,883"	531	9.8
CN1302500000000	13	25	"Brantley County, GA"	2009		"7,494"	"6,689"	805	10.7
CN1302700000000	13	27	"Brooks County, GA"	2009		"7,969"	"7,297"	672	8.4
CN1302900000000	13	29	"Bryan County, GA"	2009		"16,873"	"15,572"	"1,301"	7.7
CN1303100000000	13	31	"Bulloch County, GA"	2009		"32,744"	"29,714"	"3,030"	9.3
CN1303300000000	13	33	"Burke County, GA"	2009		"9,869"	"8,714"	"1,155"	11.7
CN1303500000000	13	35	"Butts County, GA"	2009		"10,071"	"8,877"	"1,194"	11.9
CN1303700000000	13	37	"Calhoun County, GA"	2009		"2,327"	"2,070"	257	11
CN1303900000000	13	39	"Camden County, GA"	2009		"20,622"	"18,807"	"1,815"	8.8
CN1304300000000	13	43	"Candler County, GA"	2009		"4,313"	"3,918"	395	9.2
CN1304500000000	13	45	"Carroll County, GA"	2009		"52,329"	"46,671"	"5,658"	10.8
CN1304700000000	13	47	"Catoosa County, GA"	2009		"34,385"	"31,526"	"2,859"	8.3
CN1304900000000	13	49	"Charlton County, GA"	2009		"4,441"	"3,963"	478	10.8
CN1305100000000	13	51	"Chatham County, GA"	2009		"130,310"	"119,215"	"11,095"	8.5
CN1305300000000	13	53	"Chattahoochee County, GA"	2009		"2,601"	"2,221"	380	14.6
CN1305500000000	13	55	"Chattooga County, GA"	2009		"10,695"	"9,292"	"1,403"	13.1
CN1305700000000	13	57	"Cherokee County, GA"	2009		"109,517"	"99,954"	"9,563"	8.7
CN1305900000000	13	59	"Clarke County, GA"	2009		"63,673"	"58,909"	"4,764"	7.5
CN1306100000000	13	61	"Clay County, GA"	2009		"1,405"	"1,286"	119	8.5
CN1306300000000	13	63	"Clayton County, GA"	2009		"132,203"	"116,860"	"15,343"	11.6
CN1306500000000	13	65	"Clinch County, GA"	2009		"2,771"	"2,470"	301	10.9
CN1306700000000	13	67	"Cobb County, GA"	2009		"372,389"	"338,895"	"33,494"	9
CN1306900000000	13	69	"Coffee County, GA"	2009		"16,255"	"13,788"	"2,467"	15.2
CN1307100000000	13	71	"Colquitt County, GA"	2009		"20,340"	"18,515"	"1,825"	9
CN1307300000000	13	73	"Columbia County, GA"	2009		"60,498"	"56,383"	"4,115"	6.8
CN1307500000000	13	75	"Cook County, GA"	2009		"6,916"	"6,046"	870	12.6
CN1307700000000	13	77	"Coweta County, GA"	2009		"60,917"	"55,013"	"5,904"	9.7
CN1307900000000	13	79	"Crawford County, GA"	2009		"6,034"	"5,437"	597	9.9
CN1308100000000	13	81	"Crisp County, GA"	2009		"9,697"	"8,531"	"1,166"	12
CN1308300000000	13	83	"Dade County, GA"	2009		"8,091"	"7,257"	834	10.3
CN1308500000000	13	85	"Dawson County, GA"	2009		"11,180"	"10,082"	"1,098"	9.8
CN1308700000000	13	87	"Decatur County, GA"	2009		"11,826"	"10,351"	"1,475"	12.5
